LATITUDE,LONGITUDE,CI,TAC,LCRID,ENODEB_ID,IBS_STATUS
21.05329,105.73949,31.0,1168.0,31.0,111328.0,1.0
21.05329,105.73949,32.0,1168.0,32.0,111328.0,1.0
21.02918,105.78317,11.0,1136.0,11.0,111364.0,1.0
21.002121,105.839894,11.0,1142.0,11.0,111393.0,1.0
21.002121,105.839894,51.0,1142.0,51.0,111393.0,1.0
21.011816,105.863066,11.0,1141.0,11.0,111893.0,1.0
20.96095,105.80369,11.0,1108.0,11.0,111878.0,1.0
20.96095,105.80369,12.0,1108.0,12.0,111878.0,1.0
21.014701,105.777157,51.0,1150.0,51.0,111742.0,1.0
21.014701,105.777157,52.0,1150.0,52.0,111742.0,1.0
21.014701,105.777157,11.0,1150.0,11.0,111742.0,1.0
21.014701,105.777157,12.0,1150.0,12.0,111742.0,1.0
21.014701,105.777157,51.0,1150.0,51.0,111742.0,1.0
21.014701,105.777157,52.0,1150.0,52.0,111742.0,1.0
21.04453,105.8036,11.0,1132.0,11.0,111846.0,1.0
21.04453,105.8036,12.0,1132.0,12.0,111846.0,1.0
21.04453,105.8036,13.0,1132.0,13.0,111846.0,1.0
16.077135,108.223639,11.0,4111.0,11.0,410089.0,1.0
16.077135,108.223639,12.0,4111.0,12.0,410089.0,1.0
21.046497,105.793414,11.0,1132.0,11.0,112316.0,1.0
20.98691,105.784652,11.0,1138.0,11.0,111484.0,1.0
20.98691,105.784652,12.0,1138.0,12.0,111484.0,1.0
20.98691,105.784652,13.0,1138.0,13.0,111484.0,1.0
20.963152,105.773533,11.0,1154.0,11.0,111877.0,1.0
20.963152,105.773533,12.0,1154.0,12.0,111877.0,1.0
21.017098,105.780833,11.0,1150.0,11.0,111726.0,1.0
21.017098,105.780833,12.0,1150.0,12.0,111726.0,1.0
21.017098,105.780833,51.0,1150.0,51.0,111726.0,1.0
21.017098,105.780833,52.0,1150.0,52.0,111726.0,1.0
20.99124,105.81028,11.0,1135.0,11.0,111772.0,1.0
20.99888,105.80611,11.0,1138.0,11.0,111788.0,1.0
21.04985,105.83987,12.0,1131.0,12.0,111324.0,1.0
21.04985,105.83987,11.0,1131.0,11.0,111324.0,1.0
21.005213,105.798834,11.0,1138.0,11.0,111354.0,1.0
21.005213,105.798834,12.0,1138.0,12.0,111354.0,1.0
21.005213,105.798834,13.0,1138.0,13.0,111354.0,1.0
21.01207,105.81093,11.0,1133.0,11.0,111411.0,1.0
21.01207,105.81093,12.0,1133.0,12.0,111411.0,1.0
20.97237,105.76324,11.0,1154.0,11.0,111500.0,1.0
21.0047,105.8062,11.0,1133.0,11.0,111768.0,1.0
21.001636,105.820392,11.0,1134.0,11.0,111784.0,1.0
20.994678,105.818351,11.0,1135.0,11.0,111993.0,1.0
20.994678,105.818351,12.0,1135.0,12.0,111993.0,1.0
21.04464,105.84368,12.0,1147.0,12.0,111307.0,1.0
21.04464,105.84368,11.0,1147.0,11.0,111307.0,1.0
21.02253,105.7879,11.0,1150.0,11.0,111346.0,1.0
21.02253,105.7879,12.0,1150.0,12.0,111346.0,1.0
21.02987,105.8287,11.0,1139.0,11.0,111403.0,1.0
21.019411,105.822582,11.0,1140.0,11.0,111857.0,1.0
21.019411,105.822582,12.0,1140.0,12.0,111857.0,1.0
21.019411,105.822582,51.0,1140.0,51.0,111857.0,1.0
21.019411,105.822582,52.0,1140.0,52.0,111857.0,1.0
20.959873,105.741188,12.0,1112.0,12.0,111472.0,1.0
20.959873,105.741188,11.0,1112.0,11.0,111472.0,1.0
21.018719,105.79854,12.0,1164.0,12.0,111845.0,1.0
21.018719,105.79854,11.0,1164.0,11.0,111845.0,1.0
20.96392,105.79175,13.0,1144.0,13.0,111457.0,1.0
20.96392,105.79175,11.0,1144.0,11.0,111457.0,1.0
20.96392,105.79175,12.0,1144.0,12.0,111457.0,1.0
20.960639,105.742357,12.0,1112.0,12.0,111882.0,1.0
20.960639,105.742357,11.0,1112.0,11.0,111882.0,1.0
16.048402,108.226881,12.0,4111.0,12.0,410088.0,1.0
16.048402,108.226881,11.0,4111.0,11.0,410088.0,1.0
20.977281,105.785151,11.0,1144.0,11.0,111494.0,1.0
20.977281,105.785151,12.0,1144.0,12.0,111494.0,1.0
20.997886,105.793711,11.0,1138.0,11.0,111781.0,1.0
21.000397,105.807191,12.0,1138.0,12.0,111992.0,1.0
21.000397,105.807191,11.0,1138.0,11.0,111992.0,1.0
21.083748,105.783765,12.0,1131.0,12.0,111817.0,1.0
21.083748,105.783765,11.0,1131.0,11.0,111817.0,1.0
21.023263,105.789323,12.0,1150.0,12.0,111379.0,1.0
21.023263,105.789323,11.0,1150.0,11.0,111379.0,1.0
21.023263,105.789323,51.0,1150.0,51.0,111379.0,1.0
21.023263,105.789323,52.0,1150.0,52.0,111379.0,1.0
21.014071,105.831344,11.0,1134.0,11.0,111394.0,1.0
21.00869,105.82031,11.0,1133.0,11.0,111422.0,1.0
21.00869,105.82031,12.0,1133.0,12.0,111422.0,1.0
20.963629,105.764283,11.0,1154.0,11.0,111482.0,1.0
20.963629,105.764283,12.0,1154.0,12.0,111482.0,1.0
20.96167,105.79555,12.0,1144.0,12.0,111508.0,1.0
20.96167,105.79555,11.0,1144.0,11.0,111508.0,1.0
21.029471,105.764719,11.0,1136.0,11.0,111721.0,1.0
21.005294,105.803784,13.0,1138.0,13.0,111770.0,1.0
21.005294,105.803784,11.0,1138.0,11.0,111770.0,1.0
21.005294,105.803784,12.0,1138.0,12.0,111770.0,1.0
20.992972,105.808072,13.0,1135.0,13.0,111786.0,1.0
20.992972,105.808072,12.0,1135.0,12.0,111786.0,1.0
20.992972,105.808072,11.0,1135.0,11.0,111786.0,1.0
21.0472,105.8073,11.0,1132.0,11.0,111311.0,1.0
21.0472,105.8073,12.0,1132.0,12.0,111311.0,1.0
21.029013,105.794563,13.0,1137.0,13.0,111348.0,1.0
21.029013,105.794563,11.0,1137.0,11.0,111348.0,1.0
21.029013,105.794563,12.0,1137.0,12.0,111348.0,1.0
21.012467,105.811225,12.0,1133.0,12.0,111410.0,1.0
21.012467,105.811225,11.0,1133.0,11.0,111410.0,1.0
21.043737,105.781625,11.0,1132.0,11.0,111841.0,1.0
21.043737,105.781625,12.0,1132.0,12.0,111841.0,1.0
20.97439,105.7604,12.0,1154.0,12.0,111880.0,1.0
20.97439,105.7604,11.0,1154.0,11.0,111880.0,1.0
20.97439,105.7604,13.0,1154.0,13.0,111880.0,1.0
20.96136,105.79414,11.0,1144.0,11.0,111460.0,1.0
20.96493,105.831296,11.0,1146.0,11.0,111559.0,1.0
20.96493,105.831296,12.0,1146.0,12.0,111559.0,1.0
21.000503,105.803421,11.0,1138.0,11.0,116653.0,1.0
21.000503,105.803421,12.0,1138.0,12.0,116653.0,1.0
10.818011,106.679592,12.0,6133.0,12.0,616001.0,1.0
10.818011,106.679592,11.0,6133.0,11.0,616001.0,1.0
10.818011,106.679592,21.0,6133.0,21.0,616001.0,1.0
10.818011,106.679592,22.0,6133.0,22.0,616001.0,1.0
10.75563,106.66468,12.0,6154.0,12.0,619010.0,1.0
10.75563,106.66468,11.0,6154.0,11.0,619010.0,1.0
10.75563,106.66468,13.0,6154.0,13.0,619010.0,1.0
10.75563,106.66468,52.0,6154.0,52.0,619010.0,1.0
10.75563,106.66468,51.0,6154.0,51.0,619010.0,1.0
21.06792,105.781,11.0,1132.0,11.0,111818.0,1.0
21.06792,105.781,12.0,1132.0,12.0,111818.0,1.0
21.051633,105.793087,11.0,1132.0,11.0,111835.0,1.0
21.051633,105.793087,12.0,1132.0,12.0,111835.0,1.0
20.959545,105.7681,11.0,1154.0,11.0,111502.0,1.0
20.959545,105.7681,12.0,1154.0,12.0,111502.0,1.0
20.959545,105.7681,13.0,1154.0,13.0,111502.0,1.0
20.98433,105.86933,11.0,1107.0,11.0,111593.0,1.0
20.98433,105.86933,12.0,1107.0,12.0,111593.0,1.0
20.990757,105.78432,11.0,1138.0,11.0,111667.0,1.0
20.990757,105.78432,12.0,1138.0,12.0,111667.0,1.0
21.07404,105.80073,11.0,1131.0,11.0,111686.0,1.0
21.074676,105.801109,12.0,1131.0,12.0,111686.0,1.0
21.074598,105.801354,13.0,1131.0,13.0,111686.0,1.0
20.998,105.7954,11.0,1138.0,11.0,111712.0,1.0
20.998,105.7954,12.0,1138.0,12.0,111712.0,1.0
21.018033,105.780352,11.0,1150.0,11.0,111736.0,1.0
21.018033,105.780352,12.0,1150.0,12.0,111736.0,1.0
21.038176,105.794097,11.0,1137.0,11.0,111361.0,1.0
21.038176,105.794097,12.0,1137.0,12.0,111361.0,1.0
21.011231,105.79544,11.0,1150.0,11.0,111840.0,1.0
21.011231,105.79544,12.0,1150.0,12.0,111840.0,1.0
20.97278,105.77556,12.0,1154.0,12.0,111485.0,1.0
20.97278,105.77556,11.0,1154.0,11.0,111485.0,1.0
21.027305,105.766993,12.0,1136.0,12.0,111692.0,1.0
21.027305,105.766993,11.0,1136.0,11.0,111692.0,1.0
21.028864,105.781777,11.0,1136.0,11.0,112005.0,1.0
21.01515,105.77365,12.0,1150.0,12.0,111734.0,1.0
21.01515,105.77365,11.0,1150.0,11.0,111734.0,1.0
20.998842,105.7981,11.0,1138.0,11.0,111776.0,1.0
20.998842,105.7981,12.0,1138.0,12.0,111776.0,1.0
12.218801,109.254281,14.0,4754.0,14.0,470197.0,1.0
21.047516,105.782146,11.0,1132.0,11.0,111814.0,1.0
21.047516,105.782146,12.0,1132.0,12.0,111814.0,1.0
21.00811,105.8029,12.0,1138.0,12.0,111372.0,1.0
21.00811,105.8029,11.0,1138.0,11.0,111372.0,1.0
20.957591,105.769915,11.0,1154.0,11.0,111501.0,1.0
20.957591,105.769915,12.0,1154.0,12.0,111501.0,1.0
20.966862,105.768748,12.0,1154.0,12.0,111881.0,1.0
20.966862,105.768748,11.0,1154.0,11.0,111881.0,1.0
20.963141,105.828131,11.0,1146.0,11.0,111556.0,1.0
20.963141,105.828131,12.0,1146.0,12.0,111556.0,1.0
20.963141,105.828131,13.0,1146.0,13.0,111556.0,1.0
21.052685,105.780841,11.0,1132.0,11.0,111665.0,1.0
21.052685,105.780841,12.0,1132.0,12.0,111665.0,1.0
21.052685,105.780841,13.0,1132.0,13.0,111665.0,1.0
21.059621,105.83162,11.0,1131.0,11.0,111676.0,1.0
21.059621,105.83162,12.0,1131.0,12.0,111676.0,1.0
21.07761,105.79202,11.0,1131.0,11.0,111685.0,1.0
21.032483,105.765469,11.0,1136.0,11.0,111709.0,1.0
21.032483,105.765469,12.0,1136.0,12.0,111709.0,1.0
21.032483,105.765469,13.0,1136.0,13.0,111709.0,1.0
21.032483,105.765469,51.0,1136.0,51.0,111709.0,1.0
21.032483,105.765469,52.0,1136.0,52.0,111709.0,1.0
21.032483,105.765469,53.0,1136.0,53.0,111709.0,1.0
21.016606,105.780002,11.0,1150.0,11.0,111735.0,1.0
21.016606,105.780002,12.0,1150.0,12.0,111735.0,1.0
21.2178,105.792,31.0,1167.0,31.0,118043.0,1.0
21.2178,105.792,32.0,1167.0,32.0,118043.0,1.0
21.2178,105.792,11.0,1167.0,11.0,118043.0,1.0
21.2178,105.792,12.0,1167.0,12.0,118043.0,1.0
21.2178,105.792,51.0,1167.0,51.0,118043.0,1.0
21.2178,105.792,52.0,1167.0,52.0,118043.0,1.0
21.06863,105.78671,11.0,1132.0,11.0,111339.0,1.0
21.06863,105.78671,12.0,1132.0,12.0,111339.0,1.0
21.07982,105.79198,11.0,1131.0,11.0,111683.0,1.0
21.066789,105.798327,11.0,1132.0,11.0,112010.0,1.0
21.066789,105.798327,12.0,1132.0,12.0,112010.0,1.0
21.02619,105.813915,11.0,1140.0,11.0,111304.0,1.0
21.02619,105.813915,12.0,1140.0,12.0,111304.0,1.0
21.004698,105.802699,11.0,1138.0,11.0,111991.0,1.0
21.004698,105.802699,12.0,1138.0,12.0,111991.0,1.0
21.0275,105.78226,12.0,1136.0,12.0,111341.0,1.0
21.0275,105.78226,11.0,1136.0,11.0,111341.0,1.0
21.020081,105.79321,11.0,1150.0,11.0,111836.0,1.0
21.020081,105.79321,12.0,1150.0,12.0,111836.0,1.0
20.944919,105.79213,12.0,1170.0,12.0,111480.0,1.0
20.944919,105.79213,11.0,1170.0,11.0,111480.0,1.0
20.96469,105.79503,12.0,1144.0,12.0,111507.0,1.0
20.96469,105.79503,13.0,1144.0,13.0,111507.0,1.0
20.96469,105.79503,11.0,1144.0,11.0,111507.0,1.0
20.975091,105.836181,11.0,1146.0,11.0,111541.0,1.0
20.983169,105.850738,12.0,1145.0,12.0,111597.0,1.0
20.983169,105.850738,11.0,1145.0,11.0,111597.0,1.0
21.034512,105.765185,11.0,1136.0,11.0,111959.0,1.0
21.034512,105.765185,12.0,1136.0,12.0,111959.0,1.0
21.07352,105.80116,11.0,1131.0,11.0,111687.0,1.0
21.015972,105.781944,11.0,1150.0,11.0,111713.0,1.0
21.030287,105.769503,11.0,1136.0,11.0,112004.0,1.0
21.030287,105.769503,12.0,1136.0,12.0,112004.0,1.0
20.993814,105.959645,11.0,1178.0,11.0,117375.0,1.0
20.993814,105.959645,12.0,1178.0,12.0,117375.0,1.0
20.993814,105.959645,13.0,1178.0,13.0,117375.0,1.0
21.0135,105.80316,11.0,1133.0,11.0,111366.0,1.0
21.0135,105.80316,12.0,1133.0,12.0,111366.0,1.0
21.045116,105.767813,12.0,1136.0,12.0,111842.0,1.0
21.045116,105.767813,11.0,1136.0,11.0,111842.0,1.0
20.97467,105.7878,11.0,1144.0,11.0,111489.0,1.0
20.960675,105.800581,11.0,1144.0,11.0,111879.0,1.0
20.960675,105.800581,12.0,1144.0,12.0,111879.0,1.0
20.96945,105.82698,11.0,1146.0,11.0,111555.0,1.0
20.96945,105.82698,51.0,1146.0,51.0,111555.0,1.0
20.96945,105.82698,52.0,1146.0,52.0,111555.0,1.0
21.027353,105.899389,11.0,1178.0,11.0,111085.0,1.0
21.027353,105.899389,12.0,1178.0,12.0,111085.0,1.0
21.027353,105.899389,13.0,1178.0,13.0,111085.0,1.0
21.027353,105.899389,51.0,1178.0,51.0,111085.0,1.0
21.027353,105.899389,52.0,1178.0,52.0,111085.0,1.0
21.027353,105.899389,53.0,1178.0,53.0,111085.0,1.0
21.016549,105.747896,11.0,1168.0,11.0,111697.0,1.0
21.016549,105.747896,12.0,1168.0,12.0,111697.0,1.0
21.00139,105.80475,11.0,1138.0,11.0,111787.0,1.0
21.087092,105.782684,11.0,1131.0,11.0,112008.0,1.0
21.087092,105.782684,12.0,1131.0,12.0,112008.0,1.0
21.027814,105.8325,12.0,1140.0,12.0,111401.0,1.0
21.027814,105.8325,11.0,1140.0,11.0,111401.0,1.0
21.03465,105.79322,11.0,1137.0,11.0,111342.0,1.0
21.005439,105.821918,11.0,1134.0,11.0,111419.0,1.0
21.069914,105.777365,11.0,1102.0,11.0,111813.0,1.0
21.01639,105.77943,11.0,1150.0,11.0,111725.0,1.0
21.02004,105.80884,12.0,1164.0,12.0,111412.0,1.0
21.02004,105.80884,11.0,1164.0,11.0,111412.0,1.0
21.00699,105.84042,11.0,1142.0,11.0,111416.0,1.0
21.00699,105.84042,12.0,1142.0,12.0,111416.0,1.0
21.050487,105.783255,51.0,1132.0,51.0,111733.0,1.0
21.050487,105.783255,52.0,1132.0,52.0,111733.0,1.0
21.050487,105.783255,11.0,1132.0,11.0,111733.0,1.0
21.050487,105.783255,12.0,1132.0,12.0,111733.0,1.0
20.959528,105.848332,11.0,1108.0,11.0,111923.0,1.0
20.959528,105.848332,12.0,1108.0,12.0,111923.0,1.0
20.959528,105.848332,13.0,1108.0,13.0,111923.0,1.0
21.004775,105.80462,12.0,1138.0,12.0,112138.0,1.0
21.004775,105.80462,11.0,1138.0,11.0,112138.0,1.0
21.019249,105.907514,12.0,1178.0,12.0,112137.0,1.0
21.019249,105.907514,11.0,1178.0,11.0,112137.0,1.0
21.07811,105.79299,11.0,1131.0,11.0,111688.0,1.0
21.051111,105.785278,11.0,1132.0,11.0,111691.0,1.0
21.051111,105.785278,12.0,1132.0,12.0,111691.0,1.0
21.045128,105.801086,11.0,1131.0,11.0,112072.0,1.0
20.995441,105.868451,12.0,1143.0,12.0,112045.0,1.0
20.995441,105.868451,11.0,1143.0,11.0,112045.0,1.0
20.995441,105.868451,51.0,1143.0,51.0,112045.0,1.0
20.995441,105.868451,52.0,1143.0,52.0,112045.0,1.0
21.02223,105.81851,11.0,1140.0,11.0,112061.0,1.0
20.960311,105.794382,11.0,1144.0,11.0,111506.0,1.0
20.960311,105.794382,12.0,1144.0,12.0,111506.0,1.0
21.027309,105.778337,12.0,1136.0,12.0,111960.0,1.0
21.027309,105.778337,11.0,1136.0,11.0,111960.0,1.0
21.027309,105.778337,51.0,1136.0,51.0,111960.0,1.0
21.027309,105.778337,52.0,1136.0,52.0,111960.0,1.0
21.01618,105.72307,11.0,1113.0,11.0,113243.0,1.0
21.01618,105.72307,12.0,1113.0,12.0,113243.0,1.0
20.994672,105.863354,12.0,1143.0,12.0,111924.0,1.0
20.994672,105.863354,11.0,1143.0,11.0,111924.0,1.0
20.964219,105.825346,11.0,1146.0,11.0,111920.0,1.0
21.04095,105.83683,11.0,1147.0,11.0,111327.0,1.0
21.04095,105.83683,12.0,1147.0,12.0,111327.0,1.0
21.014045,105.858067,12.0,1141.0,12.0,113765.0,1.0
21.014045,105.858067,11.0,1141.0,11.0,113765.0,1.0
21.001123,105.837261,11.0,1142.0,11.0,111856.0,1.0
21.001123,105.837261,12.0,1142.0,12.0,111856.0,1.0
21.001123,105.837261,13.0,1142.0,13.0,111856.0,1.0
21.043262,105.841277,11.0,1147.0,11.0,112057.0,1.0
20.999928,105.842141,11.0,1142.0,11.0,111520.0,1.0
20.999928,105.842141,12.0,1142.0,12.0,111520.0,1.0
20.999928,105.842141,51.0,1142.0,51.0,111520.0,1.0
20.999928,105.842141,52.0,1142.0,52.0,111520.0,1.0
21.024925,105.771976,11.0,1150.0,11.0,111718.0,1.0
21.067421,105.798401,11.0,1132.0,11.0,111816.0,1.0
21.067421,105.798401,12.0,1132.0,12.0,111816.0,1.0
20.993215,105.887699,12.0,1107.0,12.0,111922.0,1.0
20.993215,105.887699,11.0,1107.0,11.0,111922.0,1.0
21.015777,105.782773,12.0,1150.0,12.0,111703.0,1.0
21.015777,105.782773,11.0,1150.0,11.0,111703.0,1.0
21.02479,105.77127,11.0,1150.0,11.0,111717.0,1.0
21.00245,105.79214,12.0,1138.0,12.0,111384.0,1.0
21.00245,105.79214,11.0,1138.0,11.0,111384.0,1.0
21.00245,105.79214,13.0,1138.0,13.0,111384.0,1.0
21.0241,105.788841,12.0,1150.0,12.0,111390.0,1.0
21.0241,105.788841,11.0,1150.0,11.0,111390.0,1.0
21.0241,105.788841,13.0,1150.0,13.0,111390.0,1.0
21.0241,105.788841,51.0,1150.0,51.0,111390.0,1.0
21.0241,105.788841,52.0,1150.0,52.0,111390.0,1.0
21.0241,105.788841,53.0,1150.0,53.0,111390.0,1.0
20.961617,105.792867,11.0,1144.0,11.0,111462.0,1.0
20.961617,105.792867,12.0,1144.0,12.0,111462.0,1.0
20.981709,105.83717,11.0,1146.0,11.0,111917.0,1.0
21.026191,105.813916,12.0,1140.0,12.0,112043.0,1.0
21.026191,105.813916,11.0,1140.0,11.0,112043.0,1.0
21.023421,105.809341,11.0,1164.0,11.0,112044.0,1.0
21.023421,105.809341,12.0,1164.0,12.0,112044.0,1.0
21.023421,105.809341,51.0,1164.0,51.0,112044.0,1.0
21.023421,105.809341,52.0,1164.0,52.0,112044.0,1.0
21.0298,105.76344,12.0,1136.0,12.0,111723.0,1.0
21.0298,105.76344,11.0,1136.0,11.0,111723.0,1.0
21.064437,105.801567,12.0,1132.0,12.0,112007.0,1.0
21.064437,105.801567,11.0,1132.0,11.0,112007.0,1.0
21.064437,105.801567,13.0,1132.0,13.0,112007.0,1.0
20.963929,105.824304,11.0,1146.0,11.0,111919.0,1.0
21.008738,105.800688,13.0,1138.0,13.0,111373.0,1.0
21.008738,105.800688,12.0,1138.0,12.0,111373.0,1.0
21.008738,105.800688,11.0,1138.0,11.0,111373.0,1.0
21.001466,105.87581,12.0,1143.0,12.0,111427.0,1.0
21.001466,105.87581,11.0,1143.0,11.0,111427.0,1.0
21.074787,105.701149,11.0,1168.0,11.0,113244.0,1.0
21.074787,105.701149,12.0,1168.0,12.0,113244.0,1.0
21.037143,105.837443,11.0,1139.0,11.0,111795.0,1.0
21.01362,105.81343,11.0,1133.0,11.0,111408.0,1.0
21.01362,105.81343,12.0,1133.0,12.0,111408.0,1.0
20.98164,105.879222,11.0,1107.0,11.0,111566.0,1.0
20.98164,105.879222,12.0,1107.0,12.0,111566.0,1.0
21.03617,105.78508,11.0,1136.0,11.0,111386.0,1.0
21.03617,105.78508,12.0,1136.0,12.0,111386.0,1.0
20.99991,105.828472,12.0,1134.0,12.0,112009.0,1.0
20.99991,105.828472,11.0,1134.0,11.0,112009.0,1.0
21.051608,105.800603,11.0,1132.0,11.0,112136.0,1.0
21.051608,105.800603,12.0,1132.0,12.0,112136.0,1.0
21.07129,105.80862,11.0,1131.0,11.0,111672.0,1.0
21.017143,105.74621,12.0,1168.0,12.0,111698.0,1.0
21.017143,105.74621,11.0,1168.0,11.0,111698.0,1.0
20.992692,105.868592,11.0,1143.0,11.0,112035.0,1.0
20.992692,105.868592,12.0,1143.0,12.0,112035.0,1.0
20.992692,105.868592,13.0,1143.0,13.0,112035.0,1.0
20.992692,105.868592,53.0,1143.0,53.0,112035.0,1.0
20.992692,105.868592,51.0,1143.0,51.0,112035.0,1.0
20.992692,105.868592,52.0,1143.0,52.0,112035.0,1.0
20.968622,105.769127,11.0,1154.0,11.0,112064.0,1.0
20.968622,105.769127,12.0,1154.0,12.0,112064.0,1.0
21.004245,105.844021,11.0,1142.0,11.0,112059.0,1.0
21.024337,105.809582,11.0,1164.0,11.0,111310.0,1.0
21.03565,105.8373,11.0,1151.0,11.0,112148.0,1.0
21.03543,105.81853,11.0,1139.0,11.0,111082.0,1.0
21.032006,105.812636,11.0,1137.0,11.0,112032.0,1.0
21.032006,105.812636,12.0,1137.0,12.0,112032.0,1.0
20.969087,105.768139,12.0,1154.0,12.0,112063.0,1.0
20.969087,105.768139,11.0,1154.0,11.0,112063.0,1.0
20.96517,105.771032,11.0,1154.0,11.0,111483.0,1.0
20.96721,105.83321,11.0,1146.0,11.0,111560.0,1.0
20.96721,105.83321,12.0,1146.0,12.0,111560.0,1.0
10.215102,103.958212,14.0,7303.0,14.0,730762.0,1.0
10.215102,103.958212,54.0,7303.0,54.0,730762.0,1.0
21.05849,105.89355,12.0,1152.0,12.0,118046.0,1.0
20.962656,105.844813,11.0,1108.0,11.0,111916.0,1.0
20.962656,105.844813,12.0,1108.0,12.0,111916.0,1.0
10.731315,106.721537,11.0,6150.0,11.0,619080.0,1.0
10.731315,106.721537,13.0,6150.0,13.0,619080.0,1.0
10.731315,106.721537,51.0,6150.0,51.0,619080.0,1.0
10.751248,106.699542,11.0,6132.0,11.0,619067.0,1.0
10.751248,106.699542,12.0,6132.0,12.0,619067.0,1.0
10.73701,106.66811,13.0,6137.0,13.0,619043.0,1.0
10.73701,106.66811,11.0,6137.0,11.0,619043.0,1.0
10.73701,106.66811,12.0,6137.0,12.0,619043.0,1.0
10.800422,106.61187,11.0,6121.0,11.0,619063.0,1.0
10.800422,106.61187,12.0,6121.0,12.0,619063.0,1.0
10.786944,106.640556,12.0,6112.0,12.0,619023.0,1.0
10.786944,106.640556,11.0,6112.0,11.0,619023.0,1.0
10.71061,106.70331,12.0,6149.0,12.0,619045.0,1.0
10.71061,106.70331,11.0,6149.0,11.0,619045.0,1.0
10.71131,106.70461,11.0,6149.0,11.0,619046.0,1.0
10.71131,106.70461,12.0,6149.0,12.0,619046.0,1.0
10.761751,106.695104,11.0,6132.0,11.0,619060.0,1.0
10.761751,106.695104,12.0,6132.0,12.0,619060.0,1.0
10.740573,106.704258,12.0,6111.0,12.0,619068.0,1.0
10.740573,106.704258,11.0,6111.0,11.0,619068.0,1.0
10.707672,106.7283,12.0,6149.0,12.0,619058.0,1.0
10.707672,106.7283,11.0,6149.0,11.0,619058.0,1.0
10.73511,106.72621,11.0,6150.0,11.0,619083.0,1.0
10.73511,106.72621,12.0,6150.0,12.0,619083.0,1.0
10.800969,106.747014,11.0,6157.0,11.0,619079.0,1.0
20.964564,105.827215,11.0,1146.0,11.0,111925.0,1.0
20.964564,105.827215,12.0,1146.0,12.0,111925.0,1.0
20.964564,105.827215,13.0,1146.0,13.0,111925.0,1.0
20.964564,105.827215,51.0,1146.0,51.0,111925.0,1.0
20.964564,105.827215,52.0,1146.0,52.0,111925.0,1.0
20.964564,105.827215,53.0,1146.0,53.0,111925.0,1.0
20.991276,105.785023,11.0,1138.0,11.0,111955.0,1.0
20.991276,105.785023,12.0,1138.0,12.0,111955.0,1.0
10.780217,106.66003,11.0,6113.0,11.0,610695.0,1.0
10.780217,106.66003,12.0,6113.0,12.0,610695.0,1.0
10.780217,106.66003,72.0,6113.0,12.0,610695.0,1.0
10.780217,106.66003,71.0,6113.0,11.0,610695.0,1.0
10.815121,106.706851,11.0,6156.0,11.0,619026.0,1.0
10.815121,106.706851,12.0,6156.0,12.0,619026.0,1.0
10.781416,106.698673,11.0,6148.0,11.0,619036.0,1.0
10.81201,106.71189,11.0,6157.0,11.0,619025.0,1.0
10.81201,106.71189,12.0,6157.0,12.0,619025.0,1.0
10.791006,106.71873,11.0,6114.0,11.0,619065.0,1.0
10.791006,106.71873,12.0,6114.0,12.0,619065.0,1.0
10.80131,106.617565,12.0,6121.0,12.0,619062.0,1.0
10.80131,106.617565,11.0,6121.0,11.0,619062.0,1.0
10.80131,106.617565,13.0,6121.0,13.0,619062.0,1.0
10.71368,106.70021,12.0,6111.0,12.0,619048.0,1.0
10.71368,106.70021,11.0,6111.0,11.0,619048.0,1.0
10.705878,106.643961,11.0,6119.0,11.0,619059.0,1.0
10.705878,106.643961,12.0,6119.0,12.0,619059.0,1.0
10.790618,106.719804,11.0,6114.0,11.0,619064.0,1.0
10.790618,106.719804,12.0,6114.0,12.0,619064.0,1.0
10.843794,106.741198,11.0,6115.0,11.0,619061.0,1.0
10.843794,106.741198,12.0,6115.0,12.0,619061.0,1.0
10.843794,106.741198,13.0,6115.0,13.0,619061.0,1.0
10.80094,106.65295,11.0,6112.0,11.0,619086.0,1.0
10.80094,106.65295,12.0,6112.0,12.0,619086.0,1.0
10.76651,106.60391,12.0,6137.0,12.0,619029.0,1.0
10.76651,106.60391,11.0,6137.0,11.0,619029.0,1.0
10.776495,106.701994,12.0,6148.0,12.0,619090.0,1.0
10.776495,106.701994,11.0,6148.0,11.0,619090.0,1.0
10.79863,106.75057,12.0,6111.0,12.0,619092.0,1.0
10.79863,106.75057,11.0,6111.0,11.0,619092.0,1.0
10.77098,106.69519,11.0,6148.0,11.0,619095.0,1.0
10.77098,106.69519,12.0,6148.0,12.0,619095.0,1.0
10.80148,106.73291,11.0,6114.0,11.0,619103.0,1.0
10.80148,106.73291,12.0,6114.0,12.0,619103.0,1.0
10.756064,106.662818,12.0,6154.0,12.0,619094.0,1.0
10.756064,106.662818,11.0,6154.0,11.0,619094.0,1.0
10.784488,106.70234,11.0,6148.0,11.0,619096.0,1.0
10.763065,106.657116,11.0,6153.0,11.0,619099.0,1.0
10.763065,106.657116,12.0,6153.0,12.0,619099.0,1.0
10.77449,106.70575,11.0,6148.0,11.0,619100.0,1.0
10.77449,106.70575,12.0,6148.0,12.0,619100.0,1.0
10.73409,106.69728,11.0,6111.0,11.0,619071.0,1.0
10.73409,106.69728,12.0,6111.0,12.0,619071.0,1.0
10.73409,106.69728,13.0,6111.0,13.0,619071.0,1.0
