LATITUDE,LONGITUDE,CI,TAC,LCRID,ENODEB_ID,IBS_STATUS
21.214663,105.804458,15.0,1167.0,15.0,111122.0,1.0
21.085366,105.783579,11.0,1131.0,11.0,114108.0,1.0
21.085366,105.783579,12.0,1131.0,12.0,114108.0,1.0
21.085366,105.783579,13.0,1131.0,13.0,114108.0,1.0
21.01125,105.85008,11.0,1141.0,11.0,111070.0,1.0
21.01125,105.85008,12.0,1141.0,12.0,111070.0,1.0
21.01125,105.85008,51.0,1141.0,51.0,111070.0,1.0
21.01125,105.85008,52.0,1141.0,52.0,111070.0,1.0
20.996008,105.868585,11.0,1143.0,11.0,111067.0,1.0
20.996008,105.868585,12.0,1143.0,12.0,111067.0,1.0
20.996008,105.868585,13.0,1143.0,13.0,111067.0,1.0
20.996008,105.868585,51.0,1143.0,51.0,111067.0,1.0
20.996008,105.868585,52.0,1143.0,52.0,111067.0,1.0
20.996008,105.868585,53.0,1143.0,53.0,111067.0,1.0
21.032007,105.812637,51.0,1137.0,51.0,111025.0,1.0
21.032007,105.812637,52.0,1137.0,52.0,111025.0,1.0
21.032007,105.812637,53.0,1137.0,53.0,111025.0,1.0
21.032007,105.812637,11.0,1137.0,11.0,111025.0,1.0
21.032007,105.812637,13.0,1137.0,13.0,111025.0,1.0
21.032007,105.812637,12.0,1137.0,12.0,111025.0,1.0
21.007989,105.797571,11.0,1138.0,11.0,111029.0,1.0
21.007989,105.797571,12.0,1138.0,12.0,111029.0,1.0
21.007989,105.797571,51.0,1138.0,51.0,111029.0,1.0
21.007989,105.797571,52.0,1138.0,52.0,111029.0,1.0
21.00564,105.82347,11.0,1134.0,11.0,111050.0,1.0
21.00564,105.82347,12.0,1134.0,12.0,111050.0,1.0
21.00564,105.82347,13.0,1134.0,13.0,111050.0,1.0
21.025558,105.846214,11.0,1151.0,11.0,111080.0,1.0
21.025558,105.846214,12.0,1151.0,12.0,111080.0,1.0
21.016525,105.784009,11.0,1150.0,11.0,111143.0,1.0
21.016525,105.784009,12.0,1150.0,12.0,111143.0,1.0
21.016525,105.784009,13.0,1150.0,13.0,111143.0,1.0
21.016525,105.784009,53.0,1150.0,53.0,111143.0,1.0
21.02342,105.80934,11.0,1164.0,11.0,111051.0,1.0
21.02342,105.80934,12.0,1164.0,12.0,111051.0,1.0
21.02342,105.80934,13.0,1164.0,13.0,111051.0,1.0
21.02342,105.80934,53.0,1164.0,53.0,111051.0,1.0
21.02342,105.80934,51.0,1164.0,51.0,111051.0,1.0
21.02342,105.80934,52.0,1164.0,52.0,111051.0,1.0
21.003481,105.815364,13.0,1133.0,13.0,111182.0,1.0
21.003481,105.815364,11.0,1133.0,11.0,111182.0,1.0
21.003481,105.815364,12.0,1133.0,12.0,111182.0,1.0
21.003481,105.815364,53.0,1133.0,53.0,111182.0,1.0
21.003481,105.815364,51.0,1133.0,51.0,111182.0,1.0
21.003481,105.815364,52.0,1133.0,52.0,111182.0,1.0
20.992592,105.868592,12.0,1143.0,12.0,111066.0,1.0
20.992592,105.868592,11.0,1143.0,11.0,111066.0,1.0
20.992592,105.868592,13.0,1143.0,13.0,111066.0,1.0
20.992592,105.868592,51.0,1143.0,51.0,111066.0,1.0
20.992592,105.868592,52.0,1143.0,52.0,111066.0,1.0
20.992592,105.868592,53.0,1143.0,53.0,111066.0,1.0
21.2154,105.799,11.0,1167.0,11.0,111123.0,1.0
21.2154,105.799,12.0,1167.0,12.0,111123.0,1.0
21.2154,105.799,13.0,1167.0,13.0,111123.0,1.0
21.2154,105.799,51.0,1167.0,51.0,111123.0,1.0
21.2154,105.799,52.0,1167.0,52.0,111123.0,1.0
21.2154,105.799,53.0,1167.0,53.0,111123.0,1.0
21.03284,105.83397,11.0,1139.0,11.0,111204.0,1.0
20.973205,105.927432,11.0,1178.0,11.0,112727.0,1.0
20.973205,105.927432,12.0,1178.0,12.0,112727.0,1.0
11.570743,109.024078,11.0,7611.0,11.0,760876.0,1.0
21.048087,105.917404,11.0,1152.0,11.0,117142.0,1.0
21.048087,105.917404,12.0,1152.0,12.0,117142.0,1.0
21.048087,105.917404,13.0,1152.0,13.0,117142.0,1.0
21.048087,105.917404,53.0,1152.0,53.0,117142.0,1.0
21.048087,105.917404,51.0,1152.0,51.0,117142.0,1.0
21.048087,105.917404,52.0,1152.0,52.0,117142.0,1.0
20.960848,105.801601,32.0,1132.0,32.0,113676.0,1.0
20.960848,105.801601,11.0,1132.0,11.0,113676.0,1.0
20.960848,105.801601,12.0,1132.0,12.0,113676.0,1.0
20.960848,105.801601,51.0,1132.0,51.0,113676.0,1.0
20.960848,105.801601,52.0,1132.0,52.0,113676.0,1.0
21.00386,105.82982,11.0,1134.0,11.0,113757.0,1.0
21.00386,105.82982,12.0,1134.0,12.0,113757.0,1.0
20.975899,105.762684,11.0,1154.0,11.0,117111.0,1.0
20.975899,105.762684,12.0,1154.0,12.0,117111.0,1.0
21.086143,105.814464,11.0,1131.0,11.0,117108.0,1.0
10.38571,107.09399,11.0,8220.0,11.0,824206.0,1.0
21.004005,105.794334,11.0,1138.0,11.0,116681.0,1.0
21.004005,105.794334,12.0,1138.0,12.0,116681.0,1.0
21.004005,105.794334,51.0,1138.0,51.0,116681.0,1.0
21.004005,105.794334,52.0,1138.0,52.0,116681.0,1.0
20.96228,105.797956,11.0,1144.0,11.0,116666.0,1.0
20.96228,105.797956,12.0,1144.0,12.0,116666.0,1.0
20.96228,105.797956,13.0,1144.0,13.0,116666.0,1.0
20.96228,105.797956,53.0,1144.0,53.0,116666.0,1.0
20.96228,105.797956,51.0,1144.0,51.0,116666.0,1.0
20.96228,105.797956,52.0,1144.0,52.0,116666.0,1.0
21.03075,105.761323,11.0,1136.0,11.0,116714.0,1.0
21.03075,105.761323,12.0,1136.0,12.0,116714.0,1.0
21.03075,105.761323,51.0,1136.0,51.0,116714.0,1.0
21.03075,105.761323,52.0,1136.0,52.0,116714.0,1.0
10.347675,107.095111,11.0,8220.0,11.0,823736.0,1.0
10.347675,107.095111,12.0,8220.0,12.0,823736.0,1.0
10.3535,107.0935,11.0,8220.0,11.0,823764.0,1.0
10.334475,107.08825,11.0,8220.0,11.0,823769.0,1.0
10.341773,107.075641,11.0,8298.0,11.0,823773.0,1.0
10.371279,107.059127,11.0,8220.0,11.0,823772.0,1.0
20.958363,105.804692,11.0,1108.0,11.0,116457.0,1.0
20.958363,105.804692,12.0,1108.0,12.0,116457.0,1.0
21.015687,105.780281,11.0,1150.0,11.0,116458.0,1.0
21.015687,105.780281,12.0,1150.0,12.0,116458.0,1.0
21.069881,105.811094,11.0,1131.0,11.0,116461.0,1.0
21.069881,105.811094,12.0,1131.0,12.0,116461.0,1.0
20.997609,105.87122,11.0,1143.0,11.0,116717.0,1.0
20.997609,105.87122,12.0,1143.0,12.0,116717.0,1.0
21.027672,105.833527,11.0,1140.0,11.0,116719.0,1.0
21.027672,105.833527,12.0,1140.0,12.0,116719.0,1.0
21.024866,105.807668,11.0,1164.0,11.0,116858.0,1.0
21.024866,105.807668,12.0,1164.0,12.0,116858.0,1.0
21.024866,105.807668,51.0,1164.0,51.0,116858.0,1.0
21.024866,105.807668,52.0,1164.0,52.0,116858.0,1.0
21.024866,105.807668,32.0,1164.0,32.0,116858.0,1.0
21.024866,105.807668,31.0,1164.0,31.0,116858.0,1.0
10.003203,105.080995,11.0,7317.0,11.0,730970.0,1.0
9.175009,105.154796,14.0,6902.0,14.0,690783.0,1.0
20.86369,106.661848,11.0,1228.0,11.0,120689.0,1.0
20.86369,106.661848,12.0,1228.0,12.0,120689.0,1.0
20.950349,105.85356,11.0,1108.0,11.0,116660.0,1.0
20.950349,105.85356,12.0,1108.0,12.0,116660.0,1.0
21.030639,105.892999,11.0,1149.0,11.0,116712.0,1.0
20.985635,105.776729,11.0,1154.0,11.0,116648.0,1.0
20.985635,105.776729,12.0,1154.0,12.0,116648.0,1.0
20.985635,105.776729,13.0,1154.0,13.0,116648.0,1.0
16.07164,108.22929,11.0,4122.0,11.0,410041.0,1.0
21.04829,105.77963,11.0,1132.0,11.0,116709.0,1.0
21.04829,105.77963,12.0,1132.0,12.0,116709.0,1.0
21.029516,105.821087,11.0,1139.0,11.0,116865.0,1.0
21.029516,105.821087,12.0,1139.0,12.0,116865.0,1.0
10.778104,106.71426,11.0,6114.0,11.0,615921.0,1.0
10.778104,106.71426,12.0,6114.0,12.0,615921.0,1.0
10.779136,106.71461,11.0,6114.0,11.0,615922.0,1.0
10.779136,106.71461,12.0,6114.0,12.0,615922.0,1.0
21.031025,105.780837,11.0,1136.0,11.0,116508.0,1.0
21.031025,105.780837,12.0,1136.0,12.0,116508.0,1.0
21.031025,105.780837,51.0,1136.0,51.0,116508.0,1.0
21.031025,105.780837,52.0,1136.0,52.0,116508.0,1.0
20.976108,105.760733,11.0,1154.0,11.0,116871.0,1.0
20.976108,105.760733,12.0,1154.0,12.0,116871.0,1.0
21.045149,105.877589,11.0,1149.0,11.0,116469.0,1.0
21.045149,105.877589,12.0,1149.0,12.0,116469.0,1.0
21.031637,105.813832,11.0,1140.0,11.0,116523.0,1.0
21.031637,105.813832,12.0,1140.0,12.0,116523.0,1.0
21.031637,105.813832,13.0,1140.0,13.0,116523.0,1.0
21.006069,105.787716,11.0,1138.0,11.0,111246.0,1.0
21.006069,105.787716,12.0,1138.0,12.0,111246.0,1.0
21.006069,105.787716,51.0,1138.0,51.0,111246.0,1.0
21.006069,105.787716,51.0,1138.0,51.0,111246.0,1.0
21.006706,105.786555,11.0,1138.0,11.0,111247.0,1.0
21.006706,105.786555,52.0,1138.0,52.0,111247.0,1.0
21.006327,105.786524,11.0,1138.0,11.0,111248.0,1.0
21.006327,105.786524,12.0,1138.0,12.0,111248.0,1.0
21.006327,105.786524,13.0,1138.0,13.0,111248.0,1.0
21.006327,105.786524,53.0,1138.0,53.0,111248.0,1.0
21.006327,105.786524,51.0,1138.0,51.0,111248.0,1.0
21.051432,105.793893,11.0,1132.0,11.0,115200.0,1.0
21.051432,105.793893,12.0,1132.0,12.0,115200.0,1.0
20.97612,105.869714,11.0,1107.0,11.0,115191.0,1.0
20.97612,105.869714,12.0,1107.0,12.0,115191.0,1.0
20.97612,105.869714,13.0,1107.0,13.0,115191.0,1.0
20.964367,105.822933,11.0,1146.0,11.0,115126.0,1.0
20.964367,105.822933,12.0,1146.0,12.0,115126.0,1.0
21.031379,105.764381,12.0,1136.0,12.0,115046.0,1.0
21.031379,105.764381,11.0,1136.0,11.0,115046.0,1.0
21.050007,105.799865,11.0,1132.0,11.0,115167.0,1.0
21.050007,105.799865,12.0,1132.0,12.0,115167.0,1.0
10.874217,106.750809,11.0,6604.0,11.0,663391.0,1.0
10.874217,106.750809,12.0,6604.0,12.0,663391.0,1.0
20.851324,106.687119,11.0,1228.0,11.0,120464.0,1.0
20.851324,106.687119,12.0,1228.0,12.0,120464.0,1.0
10.72194,106.65601,11.0,6119.0,11.0,614864.0,1.0
10.80181,106.65211,11.0,6112.0,11.0,614910.0,1.0
10.80181,106.65211,12.0,6112.0,12.0,614910.0,1.0
10.80181,106.65211,52.0,6112.0,52.0,614910.0,1.0
10.80181,106.65211,51.0,6112.0,51.0,614910.0,1.0
10.790946,106.752421,11.0,6152.0,11.0,614912.0,1.0
10.790946,106.752421,12.0,6152.0,12.0,614912.0,1.0
10.785166,106.634759,11.0,6137.0,11.0,614879.0,1.0
10.734501,106.653175,11.0,6137.0,11.0,614848.0,1.0
10.734501,106.653175,12.0,6137.0,12.0,614848.0,1.0
10.82874,106.774717,11.0,6115.0,11.0,614913.0,1.0
10.85159,106.79735,11.0,6115.0,11.0,614914.0,1.0
10.859822,106.616994,11.0,6110.0,11.0,614850.0,1.0
10.801832,106.655071,11.0,6112.0,11.0,614852.0,1.0
10.801832,106.655071,12.0,6112.0,12.0,614852.0,1.0
10.721881,106.702759,13.0,6111.0,13.0,614839.0,1.0
10.721881,106.702759,11.0,6111.0,11.0,614839.0,1.0
10.721881,106.702759,12.0,6111.0,12.0,614839.0,1.0
10.716264,106.737423,11.0,6151.0,11.0,614870.0,1.0
10.736236,106.741362,11.0,6111.0,11.0,614871.0,1.0
10.48456,107.45416,13.0,8204.0,13.0,823186.0,1.0
21.01885,105.80881,11.0,1164.0,11.0,111021.0,1.0
21.01885,105.80881,12.0,1164.0,12.0,111021.0,1.0
21.01885,105.80881,13.0,1164.0,13.0,111021.0,1.0
21.01885,105.80881,51.0,1164.0,51.0,111021.0,1.0
21.01885,105.80881,53.0,1164.0,53.0,111021.0,1.0
21.01885,105.80881,52.0,1164.0,52.0,111021.0,1.0
16.056354,108.202488,11.0,4111.0,11.0,410567.0,1.0
16.056354,108.202488,12.0,4111.0,12.0,410567.0,1.0
10.79291,106.72034,11.0,6114.0,11.0,611202.0,1.0
10.79291,106.72034,12.0,6114.0,12.0,611202.0,1.0
10.79291,106.72034,13.0,6114.0,13.0,611202.0,1.0
10.79291,106.72034,51.0,6114.0,51.0,611202.0,1.0
10.79291,106.72034,52.0,6114.0,52.0,611202.0,1.0
10.79291,106.72034,53.0,6114.0,53.0,611202.0,1.0
10.801547,106.640863,12.0,6112.0,12.0,619001.0,1.0
10.801547,106.640863,13.0,6112.0,13.0,619001.0,1.0
10.801547,106.640863,11.0,6112.0,11.0,619001.0,1.0
16.461889,107.587771,37.0,4601.0,37.0,460356.0,1.0
16.461889,107.587771,18.0,4601.0,18.0,460356.0,1.0
16.461889,107.587771,15.0,4601.0,15.0,460356.0,1.0
16.461889,107.587771,16.0,4601.0,16.0,460356.0,1.0
16.461889,107.587771,17.0,4601.0,17.0,460356.0,1.0
16.461889,107.587771,19.0,4601.0,19.0,460356.0,1.0
20.444312,106.338729,14.0,3300.0,14.0,330028.0,1.0
21.00717,105.78323,12.0,1138.0,12.0,111245.0,1.0
21.00717,105.78323,11.0,1138.0,11.0,111245.0,1.0
21.01941,105.77884,11.0,1150.0,11.0,111022.0,1.0
13.789559,109.20413,14.0,4200.0,14.0,420033.0,1.0
10.80451,106.70931,11.0,6157.0,11.0,611282.0,1.0
10.79823,106.74296,11.0,6157.0,11.0,611368.0,1.0
10.790524,106.704883,11.0,6148.0,11.0,611334.0,1.0
10.763982,106.705696,11.0,6132.0,11.0,611442.0,1.0
10.798366,106.706345,11.0,6155.0,11.0,611287.0,1.0
10.776412,106.700836,11.0,6148.0,11.0,611318.0,1.0
10.801972,106.721371,11.0,6114.0,11.0,611359.0,1.0
10.76001,106.66215,11.0,6153.0,11.0,611345.0,1.0
10.744288,106.704579,11.0,6111.0,11.0,611413.0,1.0
10.79921,106.70283,11.0,6155.0,11.0,611283.0,1.0
10.770682,106.773032,11.0,6151.0,11.0,611372.0,1.0
10.778382,106.746003,12.0,6151.0,12.0,611372.0,1.0
10.77506,106.69675,11.0,6148.0,11.0,611336.0,1.0
10.84981,106.62435,11.0,6112.0,11.0,611355.0,1.0
10.797787,106.738178,11.0,6157.0,11.0,611382.0,1.0
10.734828,106.669465,11.0,6119.0,11.0,611425.0,1.0
10.836327,106.666302,11.0,6133.0,11.0,611292.0,1.0
10.77078,106.692085,11.0,6132.0,11.0,611314.0,1.0
10.786427,106.675887,11.0,6118.0,11.0,611387.0,1.0
10.754,106.669694,11.0,6154.0,11.0,611404.0,1.0
10.79225,106.71908,11.0,6114.0,11.0,611289.0,1.0
10.791781,106.776959,11.0,6152.0,11.0,611361.0,1.0
10.778065,106.69295,11.0,6148.0,11.0,611388.0,1.0
10.789308,106.735289,11.0,6114.0,11.0,611379.0,1.0
10.817185,106.676215,11.0,6133.0,11.0,611294.0,1.0
10.761893,106.701448,11.0,6132.0,11.0,611443.0,1.0
10.80625,106.68571,11.0,6155.0,11.0,611378.0,1.0
10.790304,106.694856,11.0,6148.0,11.0,611337.0,1.0
10.78567,106.667443,11.0,6118.0,11.0,611391.0,1.0
10.801454,106.721901,11.0,6114.0,11.0,611278.0,1.0
10.776581,106.654682,11.0,6113.0,11.0,611353.0,1.0
10.75441,106.69045,11.0,6132.0,11.0,611400.0,1.0
10.767102,106.644152,11.0,6113.0,11.0,611364.0,1.0
10.79616,106.67304,11.0,6118.0,11.0,611403.0,1.0
10.791714,106.712793,11.0,6114.0,11.0,611285.0,1.0
10.80384,106.68974,11.0,6155.0,11.0,611277.0,1.0
10.80384,106.68974,12.0,6155.0,12.0,611277.0,1.0
10.825331,106.718459,11.0,6156.0,11.0,611438.0,1.0
10.709276,106.641496,11.0,6119.0,11.0,611365.0,1.0
10.80001,106.68417,11.0,6155.0,11.0,611297.0,1.0
10.783776,106.683069,11.0,6148.0,11.0,611389.0,1.0
10.755712,106.690991,11.0,6132.0,11.0,611380.0,1.0
10.766757,106.661259,11.0,6153.0,11.0,611346.0,1.0
10.79512,106.66886,11.0,6118.0,11.0,611303.0,1.0
10.787562,106.677665,11.0,6118.0,11.0,611386.0,1.0
10.72813,106.7043,11.0,6111.0,11.0,611419.0,1.0
10.79995,106.73866,11.0,6157.0,11.0,611371.0,1.0
10.714585,106.661642,12.0,6119.0,12.0,611288.0,1.0
10.714585,106.661642,13.0,6119.0,13.0,611288.0,1.0
10.714585,106.661642,11.0,6119.0,11.0,611288.0,1.0
10.790453,106.745383,11.0,6114.0,11.0,611383.0,1.0
15.9965,107.98836,11.0,4189.0,11.0,410183.0,1.0
15.9965,107.98836,12.0,4189.0,12.0,410183.0,1.0
10.799861,106.718413,12.0,6155.0,12.0,611276.0,1.0
10.799861,106.718413,11.0,6155.0,11.0,611276.0,1.0
10.79187,106.70238,11.0,6148.0,11.0,611341.0,1.0
10.828576,106.628145,11.0,6112.0,11.0,611357.0,1.0
10.828576,106.628145,12.0,6112.0,12.0,611357.0,1.0
10.753319,106.664677,11.0,6154.0,11.0,611381.0,1.0
10.753319,106.664677,12.0,6154.0,12.0,611381.0,1.0
21.06353,105.9092,11.0,1178.0,11.0,111656.0,1.0
16.02275,108.24968,12.0,4111.0,12.0,410406.0,1.0
16.02275,108.24968,11.0,4111.0,11.0,410406.0,1.0
10.82155,106.70112,12.0,6156.0,12.0,611286.0,1.0
10.82155,106.70112,11.0,6156.0,11.0,611286.0,1.0
10.77641,106.70381,11.0,6148.0,11.0,611315.0,1.0
10.78458,106.66982,11.0,6118.0,11.0,611390.0,1.0
10.7986,106.6893,11.0,6155.0,11.0,611301.0,1.0
10.7986,106.6893,12.0,6155.0,12.0,611301.0,1.0
10.76441,106.683054,11.0,6132.0,11.0,611304.0,1.0
21.06404,105.90842,11.0,1178.0,11.0,111655.0,1.0
21.008131,105.808007,11.0,1133.0,11.0,111843.0,1.0
21.008131,105.808007,12.0,1133.0,12.0,111843.0,1.0
21.012082,105.803903,11.0,1133.0,11.0,111359.0,1.0
21.03055,105.78194,11.0,1136.0,11.0,111376.0,1.0
21.028698,105.823288,11.0,1139.0,11.0,111321.0,1.0
21.028698,105.823288,12.0,1139.0,12.0,111321.0,1.0
21.00244,105.86482,12.0,1143.0,12.0,111431.0,1.0
21.00244,105.86482,11.0,1143.0,11.0,111431.0,1.0
20.995411,105.84486,12.0,1142.0,12.0,111444.0,1.0
20.995411,105.84486,11.0,1142.0,11.0,111444.0,1.0
10.79401,106.72039,11.0,6114.0,11.0,611363.0,1.0
10.79401,106.72039,12.0,6114.0,12.0,611363.0,1.0
10.78358,106.6993,11.0,6148.0,11.0,611316.0,1.0
10.809208,106.664173,11.0,6118.0,11.0,611430.0,1.0
21.04647,105.79502,11.0,1132.0,11.0,111355.0,1.0
21.04647,105.79502,12.0,1132.0,12.0,111355.0,1.0
21.03903,105.90855,11.0,1152.0,11.0,111624.0,1.0
21.03903,105.90855,12.0,1152.0,12.0,111624.0,1.0
10.77187,106.70533,11.0,6148.0,11.0,611350.0,1.0
10.82224,106.68751,11.0,6133.0,11.0,611290.0,1.0
10.82224,106.68751,12.0,6133.0,12.0,611290.0,1.0
10.82224,106.68751,13.0,6133.0,13.0,611290.0,1.0
10.82224,106.68751,51.0,6133.0,51.0,611290.0,1.0
10.82224,106.68751,52.0,6133.0,52.0,611290.0,1.0
10.82224,106.68751,53.0,6133.0,53.0,611290.0,1.0
10.78414,106.63567,11.0,6137.0,11.0,611434.0,1.0
10.751307,106.69648,11.0,6132.0,11.0,611348.0,1.0
10.80343,106.73798,11.0,6157.0,11.0,611377.0,1.0
10.80343,106.73798,12.0,6157.0,12.0,611377.0,1.0
10.80538,106.66602,11.0,6118.0,11.0,611272.0,1.0
10.80538,106.66602,71.0,6118.0,71.0,611272.0,1.0
10.777897,106.703358,11.0,6148.0,11.0,611331.0,1.0
10.816056,106.676603,11.0,6133.0,11.0,611406.0,1.0
10.816056,106.676603,12.0,6133.0,12.0,611406.0,1.0
10.769062,106.65292,11.0,6153.0,11.0,611431.0,1.0
21.08552,105.813099,11.0,1131.0,11.0,111675.0,1.0
21.08552,105.813099,12.0,1131.0,12.0,111675.0,1.0
21.014873,105.795834,12.0,1150.0,12.0,111343.0,1.0
21.014873,105.795834,11.0,1150.0,11.0,111343.0,1.0
20.979469,105.84499,12.0,1146.0,12.0,111573.0,1.0
20.979469,105.84499,11.0,1146.0,11.0,111573.0,1.0
10.727651,106.708983,11.0,6150.0,11.0,611414.0,1.0
10.72674,106.708406,11.0,6150.0,11.0,611375.0,1.0
10.82615,106.61075,11.0,6112.0,11.0,612880.0,1.0
10.82615,106.61075,12.0,6112.0,12.0,612880.0,1.0
21.02058,105.85505,11.0,1195.0,11.0,111512.0,1.0
16.077015,108.222961,11.0,4111.0,11.0,410102.0,1.0
16.02831,108.25645,11.0,4111.0,11.0,410416.0,1.0
16.02831,108.25645,12.0,4111.0,12.0,410416.0,1.0
21.0309,105.81265,11.0,1140.0,11.0,111305.0,1.0
21.006228,105.806747,11.0,1133.0,11.0,111989.0,1.0
